Target_Return,Target_Direction,Target_Volatility,Target_Class
0.010132656836198128,1,0.00014662172645337135,3.0
0.0642465041027982,1,0.00015063873691757143,3.0
0.0,0,0.00014390049416072146,1.0
-0.023891569466320428,0,0.00010748807787194291,0.0
0.0,0,0.00010074982599851433,1.0
-0.01178123985913393,0,4.703819286078571e-05,0.0
-0.011114075254168188,0,7.126998913066427e-05,0.0
-0.011513190182946165,0,7.930405941022138e-05,0.0
-0.011369961079601754,0,8.196049074670707e-05,0.0
-0.01178123985913393,0,8.468171552517849e-05,0.0
0.0119216921741645,1,8.740294030364993e-05,3.0
0.023281963721406562,1,9.278059641859992e-05,3.0
0.05674333894336847,1,0.00011422634485329276,3.0
0.021530532438478023,1,0.00012498163967784276,3.0
0.1053834344011566,1,0.00011020931698373563,3.0
0.0,0,0.00012102937154486427,1.0
0.0,0,0.00013845809932033572,1.0
0.023661833764998752,1,0.00015186980854338573,3.0
0.0,0,0.00015186980591685003,1.0
0.02333920318620475,1,0.00016664214745867864,3.0
0.04539484705254759,1,0.0001746762520279786,3.0
0.021816656900817355,1,0.00018679216320582865,3.0
-0.04249640057954951,0,0.00019754744217422154,0.0
0.0,0,0.00021892841168387873,1.0
0.0,0,0.0002281935111888929,1.0
0.0,0,0.00022812873315941428,1.0
0.07989202840145437,1,0.0002348022344767428,3.0
0.018584704277570863,1,0.0002415404761670499,3.0
0.10912279845353212,1,0.00028851383537682854,3.0
0.0,0,0.0002683638548730499,1.0
0.06887363656822632,1,0.0003221402356628285,3.0
0.01618693251931358,1,0.00030879337782953564,3.0
0.04763354901207073,1,0.00034909331031934994,3.0
0.030263154043292717,1,0.0003558315511841928,3.0
0.0,0,0.0003827197496181571,1.0
-0.029374198159493714,0,0.0003760463076967714,0.0
0.030263154043292717,1,0.0003760463407345571,3.0
0.0,0,0.0003760463717619071,1.0
-0.014616144094862782,0,0.0003626346268476429,0.0
-0.044786863474220895,0,0.0003827846082714572,0.0
-0.0625659558597097,0,0.0003558963835877571,0.0
0.0,0,0.0003693080925355857,1.0
0.016725636208504868,1,0.00034915812028815,3.0
0.01629222602551672,1,0.0003356815946678714,3.0
0.0,0,0.00032900818751232147,1.0
-0.03221781733934692,0,0.0003490932867932357,0.0
0.06674171505803184,1,0.0003356815780143214,3.0
-0.01567910339580747,0,0.0003155964034014,0.0
0.06356248117823005,1,0.0003155963738116714,3.0
-0.014976959462233874,0,0.0003290728873195429,0.0
0.07573106246847461,1,0.0003492228527871714,3.0
0.014134205848429726,1,0.00035596106471231425,3.0
-0.013937214391269714,0,0.0003559610407820428,0.0
0.0,0,0.00031566110844487137,1.0
0.01618693251931358,1,0.00030898776832258566,3.0
0.015928853537396925,1,0.00030224949675617134,3.0
0.0,0,0.0002753613024111999,1.0
0.015528413484435788,1,0.00025514654475123553,3.0
0.0,0,0.00026188478658948565,1.0
0.015439430924399478,1,0.00024179962040824995,3.0
0.0,0,0.00020817315411297138,1.0
-0.043490486947295626,0,0.0001411146146869285,0.0
-0.04546775831777217,0,0.00015452625537784275,0.0
-0.015929089423717735,0,0.00016126449677364993,0.0
0.0,0,0.00016800273852433568,1.0
-0.03221781733934692,0,0.00018815269036905708,0.0
0.0,0,0.0001880879146417856,1.0
-0.01656480643251723,0,0.0001880231284796855,0.0
0.016843821068094122,1,0.0001946965869111283,3.0
-0.01656480643251723,0,0.00020810831775294256,0.0
0.0,0,0.00022152002594680686,1.0
0.016843821068094122,1,0.00023493173489462827,3.0
-0.01656480643251723,0,0.0002483434430884925,0.0
0.03385118090014516,1,0.00022819347328568537,3.0
-0.016450491275971757,0,0.00023486691856085682,0.0
-0.01656480643251723,0,0.0002146521390699425,0.0
0.08470972163234136,1,0.00022806386948289256,3.0
0.0,0,0.00020791391946082115,1.0
-0.01567910339580747,0,0.00019456701743697117,0.0
0.0,0,0.0001946318250873926,1.0
-0.015929089423717735,0,0.00020137012069960694,0.0
-0.04824894186395978,0,0.00023493174817659977,0.0
0.050694918016117585,1,0.0002416051835498569,3.0
0.0,0,0.0002416051825219712,1.0
0.01618693251931358,1,0.00025508174494368556,3.0
0.015928853537396925,1,0.00026181996187698555,3.0
-0.01567910339580747,0,0.00024840824389257837,0.0
0.0,0,0.00026188476785084984,1.0
0.0,0,0.00023506135135796408,1.0
-0.03170477410345296,0,0.0002484730949243569,0.0
0.01629222602551672,1,0.00023499657984552114,3.0
0.0,0,0.00022832311367627117,1.0
-0.016450491275971757,0,0.0001811552588125855,0.0
0.03329036007955111,1,0.00018795830666369986,3.0
0.01618693251931358,1,0.0001880231599770713,3.0
-0.015929089423717735,0,0.00016787320775795705,0.0
0.0,0,0.0001678732607124642,1.0
0.01618693251931358,1,0.0001746115791089285,3.0
-0.015929089423717735,0,0.00016119991511567857,0.0
-0.016031044623092128,0,0.00016113510753437859,0.0
0.01629222602551672,1,0.0001611350718879214,3.0
0.01618693251931358,1,0.00016793819747403573,3.0
-0.03170477410345296,0,0.0001813499410404286,0.0
0.0,0,0.0001947616493034143,1.0
-0.049193289780754546,0,0.00020823816530230716,0.0
-0.017301614617508232,0,0.00022171468993380003,0.0
0.0,0,0.00021510605986139295,1.0
0.01760623083834001,1,0.0001949561203165786,3.0
-0.034436946391075085,0,0.00021510605301103573,0.0
0.053583824293216065,1,0.00023525595745857856,3.0
-0.017007359832050928,0,0.00023525592876207853,0.0
0.01730161461752666,1,0.00023519107572263567,3.0
0.050694918016117585,1,0.0002620144071758499,3.0
0.01618693251931358,1,0.00026875272669159994,3.0
-0.015929089423717735,0,0.0002687527728153214,0.0
0.0,0,0.0002620144838547572,1.0
-0.03221781733934692,0,0.0002686878853948429,0.0
0.016725636208504868,1,0.0002686878853948429,3.0
0.01629222602551672,1,0.0002484730967801571,3.0
-0.016031044623092128,0,0.00024847308686825714,0.0
-0.016450491275971757,0,0.00024840828078201427,0.0
0.03329036007955111,1,0.00025508170595195,3.0
0.0,0,0.00023486691994412142,1.0
-0.016031044623092128,0,0.00021465213291799997,0.0
0.03274287970809464,1,0.0002079139249882143,3.0
0.0,0,0.00020797873263863568,1.0
-0.03170477410345296,0,0.00018782882635534997,0.0
0.01629222602551672,1,0.00017435223422380703,3.0
-0.03221781733934692,0,0.000181025593382157,0.0
-0.050016078849509205,0,0.00020784899186366404,0.0
0.0,0,0.00018776384675718553,1.0
0.039356671584696246,1,0.00022139032520436405,3.0
0.0,0,0.00022139032470218546,1.0
-0.018933188510094845,0,0.00022812859966322836,0.0
0.0,0,0.0002416050865127355,1.0
-0.03841166876578406,0,0.00026181987288582124,0.0
-0.020069374932125794,0,0.0002551463718760998,0.0
-0.040764074154983065,0,0.00026849327509841407,0.0
0.021145653298620948,1,0.00027523148441047833,3.0
0.06252501555893253,1,0.000302184515573907,3.0
-0.01948921068974352,0,0.0003022493523161499,0.0
-0.020069374932125794,0,0.00030892280803579284,0.0
-0.020480403835482663,0,0.0003492227439633071,0.0
-0.020707773891328718,0,0.00032907277089350005,0.0
0.0,0,0.0003290727707726215,1.0
0.0,0,0.0003223345398787215,1.0
-0.04249640057954951,0,0.0003290728143992144,0.0
-0.02229856689728793,0,0.0003290728556567572,0.0
0.02280713328456918,1,0.0003155964122248358,3.0
0.0,0,0.00030211989872710716,1.0
0.022084040121466364,1,0.0003356815876948572,3.0
0.021816656900817355,1,0.0003222698867383429,3.0
0.0,0,0.0003222698851466787,1.0
-0.04249640057954951,0,0.0003087934013022001,0.0
0.0,0,0.00030205519022179293,1.0
0.0,0,0.00028197004510240725,1.0
-0.02229856689728793,0,0.00024840839430983574,0.0
0.02280713328456918,1,0.00024167019436056427,3.0
-0.02229856689728793,0,0.0002550819320234357,0.0
0.0,0,0.00025514673784465716,1.0
0.0,0,0.00024840849317611424,1.0
-0.0228069081234622,0,0.00023499674267102134,0.0
-0.023114893009121174,0,0.00023499670093863565,0.0
0.0,0,0.00023499670185052853,1.0
0.023661833764998752,1,0.00020810847954916427,3.0
0.02333920318620475,1,0.00020817327602202858,3.0
0.0,0,0.0002014998393181857,1.0
-0.0228069081234622,0,0.00019476154143015717,0.0
0.02333920318620475,1,0.00019476151069331435,3.0
0.0,0,0.00018802323746580727,1.0
-0.04539462189144061,0,0.00019469666193600016,0.0
0.023661833764998752,1,0.00019469661982152877,3.0
-0.04645421140340755,0,0.0001812848837018002,0.0
0.02447634783080188,1,0.00018122008764860016,3.0
-0.023891569466320428,0,0.00018128484395478595,0.0
0.02447634783080188,1,0.00019469655375187886,3.0
0.023661833764998752,1,0.0001946965533698003,3.0
0.02333920318620475,1,0.00018802308597083603,3.0
-0.0228069081234622,0,0.00018802308597083603,0.0
-0.04645421140340755,0,0.00019469652442312174,0.0
0.048717336869347205,1,0.00019463172014504317,3.0
0.0,0,0.000187893501533136,1.0
-0.023114893009121174,0,0.00018789350301127167,0.0
0.023661833764998752,1,0.00020136998962101446,3.0
-0.023114893009121174,0,0.0002013699896210145,0.0
0.023661833764998752,1,0.00020136998962102162,3.0
0.02333920318620475,1,0.00020136998744315024,3.0
0.0,0,0.00018795826891340023,1.0
0.06820186775657566,1,0.0001812200895722716,3.0
0.021145653298620948,1,0.00018795835815683587,3.0
0.0,0,0.000194631825771793,1.0
0.0,0,0.0001946318263698644,1.0
0.04181724166758172,1,0.00020130528907090004,3.0
0.0,0,0.0002013052866341643,1.0
-0.020069374932125794,0,0.0002080435289925857,0.0
0.0,0,0.00020137006194412854,1.0
0.020480403835460903,1,0.00018789355161130713,3.0
0.039946063734448645,1,0.00018789358557257137,3.0
-0.019298572011993587,0,0.00018789359451974996,0.0
0.01967833579235867,1,0.0001946318475055356,3.0
0.01929857201197316,1,0.0002080435559511856,3.0
0.0,0,0.00022145523438632135,1.0
-0.056617601910148974,0,0.00022145523438632135,0.0
0.019876589734880046,1,0.00021471699085747132,3.0
0.01967833579235867,1,0.00020804353290977126,3.0
-0.03841166876578406,0,0.000214781808731157,0.0
-0.020069374932125794,0,0.00019469663555155703,0.0
-0.020480403835482663,0,0.00018802317074074993,0.0
0.0,0,0.00018134970497344995,1.0
-0.04161649793527855,0,0.00019476141309367857,0.0
0.021816656900817355,1,0.00019476144679984287,3.0
-0.021350852673499787,0,0.00018808795510687147,0.0
0.0,0,0.00018808794529242152,1.0
0.021816656900817355,1,0.0001746762360530644,3.0
-0.04249640057954951,0,0.00017467623791229302,0.0
0.0,0,0.0001545262871003787,1.0
0.0,0,0.00013444114843950725,1.0
0.022084040121466364,1,0.00012096462883166438,3.0
0.0,0,0.00011422638627499296,1.0
-0.021350852673499787,0,0.00010735857450012863,0.0
0.0,0,0.00011403203098249288,1.0
0.0,0,0.00010735856494782857,1.0
-0.06524018687130717,0,0.0001207702952249071,0.0
0.02333920318620475,1,0.00011409682712619997,3.0
-0.0228069081234622,0,0.00012757334281049998,0.0
0.02333920318620475,1,0.00012757329988172863,3.0
0.04539484705254759,1,0.0001543967089900858,3.0
-0.021606873069695776,0,0.00016107016742153578,0.0
0.06646664714022088,1,0.00017448190338470722,3.0
-0.020707773891328718,0,0.00018115539507767146,0.0
0.021145653298620948,1,0.00018115542073596428,3.0
0.02090862083380185,1,0.00018795844741786426,3.0
0.0,0,0.00018128497966966422,1.0
-0.040764074154983065,0,0.00018802322414382134,0.0
-0.021350852673499787,0,0.00018134976766145708,0.0
0.0,0,0.00018128499137500708,1.0
-0.021606873069695776,0,0.0001879584490104499,0.0
0.0,0,0.00018789367300685702,1.0
0.0,0,0.00018782886601579986,1.0
0.0,0,0.0001810906238096284,1.0
-0.02229856689728793,0,0.00016107024096664985,0.0
0.0,0,0.00015446155355175703,1.0
0.0,0,0.0001612645764417428,1.0
0.04539484705254759,1,0.00016800282831517136,3.0
0.0,0,0.0001611998092364928,1.0
-0.043423637662397874,0,0.00016787331024620706,0.0
0.02280713328456918,1,0.000154461642551207,3.0
0.022084040121466364,1,0.00016113512920417123,3.0
0.021816656900817355,1,0.00016787337193122838,3.0
0.0,0,0.000154461640907007,1.0
0.021145653298620948,1,0.00015446166639739264,3.0
0.0,0,0.00015446166752527838,1.0
0.02090862083380185,1,0.0001746116189065855,3.0
0.020480403835460903,1,0.0001812850302346998,3.0
0.0,0,0.00017448196868560695,1.0
0.019876589734880046,1,0.00016767894579562836,3.0
0.0,0,0.00015420243121267834,1.0
0.0,0,0.00016767887216532134,1.0
0.05884578513776395,1,0.0002147170068979071,3.0
0.05557540669636585,1,0.00023493174558388572,3.0
0.08769247255066248,1,0.0002685582091390429,3.0
0.06459152257489809,1,0.0002887081602139858,3.0
-0.015204679328184367,0,0.0003290728424812359,0.0
0.0,0,0.000329072841048593,1.0
-0.04616990705657309,0,0.00033574632075429297,0.0
0.01618693251931358,1,0.0003357463464933715,3.0
0.06356248117823005,1,0.0003693728006191715,3.0
0.0,0,0.00038952272684022153,1.0
0.23876733585055,1,0.0004969460294246858,3.0
0.12043721085789438,1,0.0005910223949680143,3.0
0.021581132799871394,1,0.0006648839889567929,3.0
-0.021125226481741644,0,0.0006917722466788286,0.0
-0.03216444541315844,0,0.0006917074680429429,0.0
-0.05563893371497142,0,0.0007252691170918787,0.0
-0.023498690560787017,0,0.000718530849237543,0.0
-0.03615449813482752,0,0.0007252691384261644,0.0
0.0,0,0.0007051191873912499,1.0
0.06247750805747487,1,0.0007655691204057714,3.0
0.0,0,0.0007387456893187644,1.0
0.0,0,0.0007051841044926501,1.0
-0.02435878925541224,0,0.0004432993546393786,0.0
0.012543909596829828,1,0.00040299950147128574,3.0
0.01226914142915514,1,0.00038284958208299275,3.0
-0.02435878925541224,0,0.00036943790054574276,0.0
-0.050054154034227416,0,0.0003626996112396142,0.0
-0.07884718145318392,0,0.0004096730180874643,0.0
-0.07153687035285328,0,0.00038284955099808564,0.0
0.0,0,0.0004029995017241142,1.0
-0.06146079983939723,0,0.0004029346651477427,0.0
-0.08193616948884919,0,0.00043656114523516414,0.0
0.035665145080232996,1,0.00046338459770264986,3.0
-0.017301614617508232,0,0.0005036845298886213,0.0
-0.017437020380263846,0,0.0004767963049169499,0.0
0.035665145080232996,1,0.0004767315325827427,3.0
0.0,0,0.0004633197945126641,1.0
0.0,0,0.0004499080064491141,1.0
-0.03274279850478279,0,0.0003961315603853856,0.0
-0.06786590056424702,0,0.00035589641723475697,0.0
0.0,0,0.00032226995143429265,1.0
0.09087718353359087,1,0.00034241994598061416,3.0
0.05001616141101595,1,0.0003357465219299785,3.0
0.015928853537396925,1,0.00030212001069307844,3.0
-0.031358438979449677,0,0.00028877309523396425,0.0
-0.016031044623092128,0,0.00026188487131097854,0.0
0.01629222602551672,1,0.00026188484556400715,3.0
-0.03221781733934692,0,0.00025514653820299995,0.0
0.03329036007955111,1,0.0002752317114477786,3.0
0.01618693251931358,1,0.0002887082726810857,3.0
-0.015929089423717735,0,0.00028197007629110715,0.0
0.01618693251931358,1,0.00028870831820535,3.0
-0.03170477410345296,0,0.0002819700790565,0.0
0.01629222602551672,1,0.0002617553003539143,3.0
-0.016031044623092128,0,0.0002550170276586357,0.0
-0.016450491275971757,0,0.00022812879133411425,0.0
0.03329036007955111,1,0.0002147170358281214,3.0
0.01618693251931358,1,0.0002147818884351643,3.0
0.03170461684589454,1,0.00021471705981527135,3.0
-0.06146079983939723,0,0.00022812877216202846,0.0
0.0,0,0.00022812877250507846,1.0
0.01629222602551672,1,0.00022145532484127138,3.0
0.06459152257489809,1,0.00022825839879718566,3.0
0.0,0,0.0002147818375638785,1.0
0.015439430924399478,1,0.00018128490497274288,3.0
0.0,0,0.00018795829489904285,1.0
0.015204679328168158,1,0.0001946965775116072,3.0
-0.029953918924483847,0,0.0001880231076279001,0.0
0.0,0,0.0001880231077534001,1.0
0.0,0,0.00018128487636166434,1.0
-0.015290968995299026,0,0.00016107009519215,0.0
0.015528413484435788,1,0.0001744818035806357,3.0
-0.09219119975909584,0,0.0002416051573392571,0.0
0.0,0,0.0002550168655331214,1.0
0.050694918016117585,1,0.00028184027328066426,3.0
0.03237362533403054,1,0.00029531681028903574,3.0
-0.01567910339580747,0,0.00028864335074877854,0.0
-0.03170477410345296,0,0.00028190514358914285,0.0
-0.016450491275971757,0,0.0002751668713414785,0.0
0.016725636208504868,1,0.0002617551926269714,3.0
-0.016450491275971757,0,0.0002550168896580071,0.0
0.016725636208504868,1,0.00024160521137707138,3.0
-0.08193616948884919,0,0.0002684934507072142,0.0
0.08924888092283245,1,0.0003020551262188571,3.0
-0.06564378105670876,0,0.00032894334022027144,0.0
0.05264939514864264,1,0.0003423550497274357,3.0
-0.0332904426410221,0,0.0003087933577698714,0.0
-0.06904009022146262,0,0.00032894331091839997,0.0
0.03716931681689606,1,0.00032226985280954995,3.0
0.035665145080232996,1,0.0003356167682686642,3.0
-0.017301614617508232,0,0.00033555199466695705,0.0
0.01760623083834001,1,0.000335551960001657,3.0
-0.017301614617508232,0,0.00032894332992924993,0.0
0.03521246167669889,1,0.0003423550079177856,3.0
0.050694918016117585,1,0.0003557667357255713,3.0
0.03237362533403054,1,0.0003625050002888428,3.0
0.0,0,0.00034235503382409996,1.0
-0.01567910339580747,0,0.0003155316016437928,0.0
0.0,0,0.0002887081948603999,1.0
-0.015929089423717735,0,0.0002686230953612142,0.0
0.01618693251931358,1,0.00025521146133889285,3.0
0.0,0,0.00022838804283334285,1.0
0.057129703671725096,1,0.00024179975670389288,3.0
0.030136118200921658,1,0.00023512628472380717,3.0
0.02911399296392081,1,0.0002418645487003357,3.0
0.02829027781119753,1,0.0002552762592557358,3.0
-0.01382243509271519,0,0.0002525550311350714,0.0
0.05592984552142277,1,0.0002619497228563286,3.0
0.0,0,0.0002486027918489571,1.0
-0.007913195512830318,0,0.00023914328193554995,1.0
-0.005551098063945492,0,0.00024711251588955006,1.0
0.005582084763871009,1,0.0002511294749775357,2.0
0.0,0,0.00024439115591027856,1.0
-0.005551098063945492,0,0.00024840819091085,1.0
-0.01382243509271519,0,0.00022832301258695717,0.0
-0.05579520768162993,0,0.00023901352095852146,0.0
-0.038538381792307286,0,0.00024303053585710005,0.0
-0.030730323707207186,0,0.00023227522480384998,0.0
0.0,0,0.00022819340443587863,1.0
0.015928853537396925,1,0.00021206047090725004,3.0
-0.00633191732287508,0,0.00021199569520292862,1.0
0.0,0,0.00021737334212670718,1.0
-0.0471855500698114,0,0.00022812861396990004,0.0
-0.009872674284733596,0,0.00022411162518084284,1.0
-0.01656480643251723,0,0.00022009458910662847,0.0
0.0,0,0.0002093393116221785,1.0
0.03312093715362274,1,0.0002079787685114427,3.0
0.0,0,0.0001838765521271284,1.0
0.006319450576680374,1,0.00016910426266922835,2.0
-0.022208619443798705,0,0.00017046489845401412,0.0
0.006422157266828155,1,0.0001731861050809713,2.0
0.05821018642307041,1,0.00018666264365097132,3.0
-0.024415339618277465,0,0.0001907444559481999,0.0
0.00934718607293239,1,0.00018802324797772852,2.0
-0.02479453037969004,0,0.00017992439123639282,0.0
-0.006279765906401669,0,0.00016644787551714998,1.0
-0.016029515140069783,0,0.00020007434374395722,0.0
0.0,0,0.00021082962153197153,1.0
-0.0324248860584333,0,0.0002148466912059573,0.0
0.0,0,0.00020810841758177155,1.0
-0.010037216430406448,0,0.00020137016747880725,0.0
-0.017007359832050928,0,0.00020810838019434298,0.0
0.0,0,0.00020545191535458583,1.0
0.04475135078122605,1,0.00020817317973087867,3.0
0.0,0,0.0002055167797666572,1.0
0.00668783516527971,1,0.0001893838398657858,2.0
-0.016450491275971757,0,0.0001812850225034001,0.0
0.02669675207240041,1,0.0001987785433331572,3.0
0.0,0,0.0001934656803790072,1.0
0.0,0,0.00019754749214926441,1.0
-0.016290726716263748,0,0.00015990399020517863,0.0
0.00668783516527971,1,0.00015186995001196434,2.0
0.0,0,0.00014519647889066437,1.0
0.0,0,0.00014791768597513584,1.0
0.0,0,0.00015193472859479303,1.0
0.009807086109364649,1,0.00014519651626522162,2.0
0.0,0,0.00014519654653074313,1.0
-0.016290726716263748,0,0.00013178481117459307,0.0
-0.026273941778752974,0,0.0001424753291647217,0.0
0.01013898360321619,1,0.00013573704896428592,3.0
-0.01683665328048889,0,0.00013709763173499302,0.0
0.006915877074516574,1,0.00011966888709672871,2.0
0.01013898360321619,1,0.00011960410273188577,3.0
0.0,0,0.0001155222611014857,1.0
0.006637539560112371,1,0.00010878401796138571,2.0
0.0,0,0.0001100798154220071,1.0
-0.0065937731301107805,0,0.0001100149791975856,1.0
-0.01683665328048889,0,0.00010735855765832129,0.0
0.006915877074516574,1,0.00010334147980037841,2.0
0.01013898360321619,1,0.00010327666530814976,3.0
0.0,0,0.00010321185877574973,1.0
0.0,0,0.00010314702172519256,1.0
0.006637539560112371,1,9.239169691879965e-05,2.0
0.0,0,9.511294261302112e-05,1.0
0.0434223057194163,1,0.00010185118662111405,3.0
-0.009710301940382138,0,9.919479817980697e-05,1.0
-0.006381176348769113,0,9.524254744664274e-05,1.0
-0.0324248860584333,0,0.00010599785973960704,0.0
0.05034806255153246,1,0.0001261478217312642,3.0
0.0,0,0.00013962433632245708,1.0
0.0,0,0.00014370620744434998,1.0
0.015875536590704842,1,0.0001463626548636428,3.0
0.0,0,0.0001463626681353714,1.0
0.0,0,0.00015044448758559287,1.0
0.06296456488286828,1,0.00017065920204758578,3.0
0.0,0,0.00017746228107052151,1.0
-0.02954610003496294,0,0.00018828233624473587,0.0
-0.07633467956032525,0,0.00022858220590098586,0.0
-0.016401349240423246,0,0.00021776216675214297,0.0
0.0,0,0.00022307498684462864,1.0
-0.010037216430406448,0,0.00022301017993811432,0.0
-0.006868376228816531,0,0.00020830266915685002,1.0
0.023876187938582927,1,0.00019890799409403572,3.0
0.009971115863913305,1,0.00019890802104964288,2.0
-0.009872674284733596,0,0.00019884321022221426,1.0
-0.023319409338597774,0,0.0002028602290997071,0.0
0.0,0,0.00020286025902014278,1.0
0.006915877074516574,1,0.0001948262187823142,2.0
-0.006868376228816531,0,0.00017869331541141411,1.0
0.006915877074516574,1,0.0001719550424706284,2.0
0.0,0,0.0001611997933148784,1.0
-0.006868376228816531,0,0.00012089992349906407,1.0
0.006915877074516574,1,0.0001209647042164641,2.0
0.0,0,0.00011830830273589272,1.0
0.016843821068094122,1,0.00012232536043926413,3.0
-0.0065937731301107805,0,0.00012627755899062126,1.0
0.006637539560112371,1,0.00012355631193936408,2.0
0.02669675207240041,1,0.00011947444869844979,3.0
0.006422157266828155,1,0.00012219562401704983,2.0
0.025836720892098652,1,0.00012226045893801418,3.0
-0.02518599730923088,0,0.00012899870068327853,0.0
0.00980551646594785,1,0.00013968917142430712,2.0
0.006319450576680374,1,0.00013560739378855002,2.0
0.03170461684589454,1,0.00014636267111175716,3.0
-0.006086710454801136,0,0.00014901907237272133,1.0
0.03091866911876373,1,0.00016243078617449993,3.0
-0.014923279406947487,0,0.00016644781671834276,0.0
-0.024415339618277465,0,0.000170464823276357,0.0
-0.01567910339580747,0,0.00017052960781187133,0.0
-0.03170477410345296,0,0.0001772679151575928,0.0
0.009807086109364649,1,0.00017325090543139998,2.0
0.03900369111405122,1,0.00017998912885101425,3.0
0.04055485774507672,1,0.00018672743534129996,3.0
0.030136118200921658,1,0.00019741789754382854,3.0
0.020393824227070922,1,0.00020402656732572131,3.0
-0.028669884712062554,0,0.00020409136275076418,0.0
-0.014616144094862782,0,0.00020817317081917136,0.0
0.014832944549753035,1,0.00019735311747452137,3.0
0.0,0,0.00020137018269867144,1.0
-0.005818090213794536,0,0.00019061487010873571,1.0
-0.008849541310764986,0,0.0001865978097777071,1.0
0.014832944549753035,1,0.00018659783847512133,3.0
-0.020576071429378784,0,0.0001852372104011356,0.0
0.015068021910718654,1,0.00018122014056877133,3.0
0.0,0,0.0001812201452976499,1.0
0.029546173310348367,1,0.00018789365639906418,3.0
-0.014279838486809915,0,0.0001878936585624356,0.0
-0.014627286650737537,0,0.00017448193012985702,0.0
-0.044390520275741974,0,0.0001812849504862356,0.0
0.006123985380642516,1,0.00017046487807587126,2.0
0.0,0,0.0001597095702239141,1.0
-0.030730323707207186,0,0.00016916899018649986,0.0
0.0,0,0.0001718254217600499,1.0
0.0094960760308751,1,0.00018523709302656417,2.0
-0.015627442554610016,0,0.00018659777609594274,0.0
-0.009710301940382138,0,0.00018795840938219994,1.0
0.00980551646594785,1,0.00018802322811374282,2.0
0.0,0,0.00016385621138124992,1.0
0.015875536590704842,1,0.00015037972258682132,3.0
0.0,0,0.00015037971354430707,1.0
